title,id,vote_count,vote_average,original_language,runtime,production_companies,genres
The_Walking_Dead,95963,4,6.6,en,88,Savoy_Pictures-iPrice_Entertainment-iJackson_And_McHenry_Company,Drama-War
Whats_Eating_Gilbert_Grape,1587,943,7.5,en,118,Paramount_Pictures,Romance-Drama
Virtuosity,9271,163,5.4,en,106,Paramount_Pictures,Action-Crime-Science_Fiction-Thriller
While_You_Were_Sleeping,2064,340,6.5,en,103,Caravan_Pictures-Hollywood_Pictures,Comedy-Drama-Romance
The_War,19855,39,6.3,en,126,Universal_Pictures,Drama
Double_Happiness,60855,2,5.5,en,87,Fine_Line_FeaturesTelefilm_Canada-First_Generation_Films-National_Film_Board_of_Canada-iBritish_Columbia_Film_Commission,Comedy-Romance
Muriels_Wedding,236,104,6.9,en,106,Ciby_2000-Film_Victoria-iHouse_And_Moorhouse_Films,Drama-Comedy-Romance
The_Baby-Sitters_Club,48287,23,5.3,en,94,Columbia_Pictures_Corporation-Beacon_Pictures,Comedy-Drama-Family
Ace_Ventura_Pet_Detective,3049,1684,6.4,en,86,Warner_Bros-Morgan_Creek_Productions,Comedy-Mystery
The_Adventures_of_Priscilla_Queen_of_the_Desert,2759,174,7.2,en,104,PolyGram_Filmed_Entertainment,Drama-Comedy
Backbeat,12635,37,6.2,en,100,Gramercy_Pictures,Drama-Music
Bitter_Moon,10497,115,7,en,139,Fine_Line_Features-R_P_Productions-Columbia_Pictures_Corporation-Les_Films_Alain_Sarde-Canal-Timothy_Burrill_Productions,Thriller-Drama-Romance
Bullets_Over_Broadway,11382,130,7,en,98,Miramax_Films,Action-Comedy-Thriller
Clear_and_Present_Danger,9331,390,6.4,en,141,Paramount_Pictures-Mace_Neufeld_Productions,Action-Drama-Thriller
The_Client,10731,287,6.4,en,119,Regency_Enterprises-Alcor_Films-Warner_Bros,Drama-Thriller-Crime-Mystery
Corrina_Corrina,10464,83,6.4,en,115,New_Line_Cinema,Comedy-Drama-Family-Romance
Crooklyn,34152,31,6.7,en,115,Universal_Pictures-40_Acres_And_A_Mule_Filmworks,Comedy-Drama
The_Crow,9495,980,7.3,en,102,Miramax_Films-Crowvision_Inc-Entertainment_Media_Investment_Corporation-Jeff_Most_Productions-Edward_R_Pressman_Film,Fantasy-Action-Thriller
Cobb,29973,29,6.1,en,128,Regency_Enterprises-Alcor_Films-Warner_Bros-Aleor_Films,Drama
The_Flintstones,888,559,5,en,91,Universal_Pictures-Amblin_Entertainment-Hanna-Barbera_Productions,Fantasy-Comedy-Family
Forrest_Gump,13,8147,8.2,en,142,Paramount_Pictures,Comedy-Drama-Romance
Four_Weddings_and_a_Funeral,712,654,6.6,en,117,Channel_Four_Films-PolyGram_Filmed_Entertainment-Working_Title_Films,Comedy-Drama-Romance
Higher_Learning,16295,49,6.4,en,127,Columbia_Pictures_Corporation-New_Deal_Productions,Romance-Drama-Crime
I_Like_It_Like_That,48992,4,6.3,en,104,Columbia_Pictures_Corporation-Think_Again_Productions-iRiot_of_Color,Comedy-Drama-Romance
I_Love_Trouble,10879,41,5.3,en,123,Caravan_Pictures-Touchstone_Pictures,Action-Comedy-Romance
It_Could_Happen_to_You,10660,154,6.1,en,101,TriStar_Pictures,Comedy-Drama-Romance
The_Jungle_Book,10714,107,5.9,en,111,Caravan_Pictures-Touchstone_Pictures,Adventure-Drama-Family
The_Wonderful_Horrible_Life_of_Leni_Riefenstahl,41647,5,7.3,en,180,Channel_Four_Films-Arte-Zweites_Deutsches_Fernsehen-Nomad_Films-iOmega_Film_GmbH-iWithout_Walls,Documentary-Foreign
The_Lion_King,8587,5520,8,en,89,Walt_Disney_Pictures-Walt_Disney_Feature_Animation,Family-Animation-Drama
Little_Buddha,1689,76,6,en,140,Miramax_Films,Drama-History
New_Nightmare,11596,297,6.4,en,112,New_Line_Cinema,Horror-Thriller-Mystery-Fantasy
The_Mask,854,2550,6.6,en,101,New_Line_Cinema-Dark_Horse_Entertainment,Romance-Comedy-Crime-Fantasy
Maverick,9359,490,6.6,en,127,Icon_Entertainment_International-Warner_Bros,Action-Adventure-Comedy-Drama-Western
Mrs_Parker_and_the_Vicious_Circle,23333,20,6.3,en,125,Fine_Line_Features-Miramax_Films,Drama
The_Naked_Gun_33_The_Final_Insult,36593,535,6.4,en,83,Paramount_Pictures,Comedy-Crime
The_Paper,12280,40,6.1,en,112,Imagine_Entertainment-Universal_Pictures,Comedy-Drama
Reality_Bites,2788,180,6.5,en,99,Universal_Pictures-Jersey_Films,Drama
Red_Rock_West,10427,71,6.4,en,98,Propaganda_Films-PolyGram_Filmed_Entertainment,Crime-Drama-Thriller
Richie_Rich,11011,426,5.4,en,95,Davis_Entertainment-Silver_Pictures-Warner_Bros,Comedy-Family
Safe_Passage,49803,7,4.9,en,98,New_Line_Cinema,Drama
The_River_Wild,8987,214,6.1,en,111,Universal_Pictures-David_Foster_Productions-Turman-Foster_Company,Action-Adventure-Crime-Thriller
Speed,1637,1814,6.8,en,116,Twentieth_Century_Fox_Film_Corporation,Action-Adventure-Crime
Speechless,15128,24,5.5,en,99,Metro-Goldwyn-Mayer,Comedy-Romance
Timecop,8831,288,5.5,en,99,Universal_Pictures-Renaissance_Pictures-Dark_Horse_Entertainment-Largo_Entertainment-Signature_Pictures-JVC_Entertainment_Networks,Thriller-Science_Fiction-Action-Crime
True_Lies,36955,1138,6.8,en,141,Twentieth_Century_Fox_Film_Corporation-Lightstorm_Entertainment,Action-Thriller
When_a_Man_Loves_a_Woman,10449,71,6,en,126,Touchstone_Pictures,Drama-Romance
Wolf,10395,221,6,en,125,Columbia_Pictures,Fantasy
Wyatt_Earp,12160,203,6.5,en,191,Tig_Productions-Warner_Bros-Kasdan_Pictures-iParagon_Entertainment_Corp,Drama-Action-Western
Bad_Company,40480,12,4.9,en,108,Touchstone_Pictures-Tool_Shed_Productions,Action-Crime-Romance-Thriller
A_Man_of_No_Importance,52038,2,6.5,en,99,BBC_Films-Majestic_Films_International-Little_Bird,Comedy-Drama
S_F_W,29444,22,6.1,en,96,Gramercy_Pictures-PolyGram_Filmed_Entertainment,Comedy-Drama
A_Low_Down_Dirty_Shame,26352,31,6,en,100,Caravan_Pictures-Hollywood_Pictures,Action-Comedy-Crime
Boys_Life_Three_Stories_of_Love_Lust_and_Liberation,39953,1,2,en,91,Strand_Releasing-Strand_Home_Video,Drama
Colonel_Chabert,41580,9,5.9,fr,110,Caravan_Pictures-Hollywood_Pictures,Drama
Faster_Pussycat_Kill,315,59,6.5,en,83,Eve_Productions_Inc,Action-Crime
Jasons_Lyric,22067,9,5.9,en,119,Metro-Goldwyn-Mayer,Crime-Drama-Romance
The_Secret_Adventures_of_Tom_Thumb,18242,8,7.1,en,61,Bolex_Brothers-Lumen_Films-Tara,Animation-Science_Fiction
Street_Fighter,11667,330,4.1,en,102,Universal_Pictures-Capcom,Action-Adventure-Thriller
Coldblooded,32502,13,6.7,en,92,Propaganda_Films-Motion_Picture_Corporation_of_America-iPolygram_Filmed_Entertainment-iSnowback_Productions,Action-Comedy
Fall_Time,28732,6,6.3,en,88,Live_Entertainment-Capitol_Films-Bates_Entertainmant,Action-Adventure-Crime-Drama-Thriller
The_Fear,75555,7,3.4,en,98,A-Pix_Entertainment-iDevin_Entertainment,Horror-Thriller
Frank_and_Ollie,42981,4,7.5,en,89,Walt_Disney_Pictures-Theodore_Thomas_Productions,Documentary
Girl_in_the_Cadillac,278939,1,10,en,89,Overseas_FilmGroup,Romance-Adventure-Crime-Drama
Homage,291731,0,0,en,97,Skyline_Entertainment_Partners-iArrow,Thriller-Drama
Mirage,226229,1,4,en,92,Overseas_FilmGroup,Action-Thriller
Open_Season,203119,0,0,en,97,Home_Box_Office-Frozen_Rope_Productions_Inc,Comedy
Brother_Minister_The_Assassination_of_Malcolm_X,316098,1,4,en,115,Overseas_FilmGroup,Documentary
Highlander_The_Final_Dimension,8011,110,4.5,en,99,Trans-Film-Initial_Groupe-iLumière_Pictures-iFallingcloud,Action-Fantasy-Science_Fiction
In_the_Mouth_of_Madness,2654,307,7.1,en,95,New_Line_Cinema,Horror-Mystery-Thriller
8_Seconds,18069,22,7.2,en,105,New_Line_Cinema,Drama-Romance
Above_the_Rim,19092,40,6.7,en,96,New_Line_Cinema,Crime-Drama
Addams_Family_Values,2758,537,6.5,en,94,Paramount_Pictures-Orion_Pictures-Scott_Rudin_Productions,Comedy-Family-Fantasy
Martin_Lawrence_You_So_Crazy,38129,4,4.5,en,84,HBO_Independent_Productions,Comedy
The_Age_of_Innocence,10436,172,7,en,139,Columbia_Pictures,Drama-Romance
Airheads,13595,222,5.8,en,92,Twentieth_Century_Fox_Film_Corporation-Island_World-Robert_Simonds_Productions,Comedy-Crime-Music
The_Air_Up_There,46094,42,5.1,en,107,Hollywood_Pictures-PolyGram_Filmed_Entertainment-Interscope_Communications-iNomura_Babcock_And_Brown-iNBB_Unit_One_Film_Partners-iLongview_Entertainment,Comedy-Family
Another_Stakeout,9409,58,4.9,en,105,Touchstone_Pictures,Action-Comedy
Bad_Girls,11853,61,4.6,en,99,Twentieth_Century_Fox_Film_Corporation-Ruddy_Morgan_Organization,Action-Adventure-Comedy-Drama-Western
Barcelona,16771,20,6.6,en,100,Fine_Line_FeaturesCastle_Rock_Entertainment-Barcelona_Films,Comedy-Drama-Romance
Being_Human,46924,15,5,en,122,Warner_Bros-Enigma_Productions-BSB-iNatWest_Ventures-iFujisankei,Drama-Comedy-Fantasy
The_Beverly_Hillbillies,11041,86,5,en,93,Twentieth_Century_Fox_Film_Corporation,Comedy
Beverly_Hills_Cop_3,306,445,5.5,en,104,Paramount_Pictures-Eddie_Murphy_Productions,Action-Comedy-Crime
Black_Beauty,14522,68,6.6,en,88,Warner_Bros,Action-Adventure-Drama-Family
Blink,26203,45,6.3,en,106,New_Line_Cinema,Mystery-Crime-Drama-Thriller
Blown_Away,178,126,6,en,121,Trilogy_Entertainment_Group-Metro-Goldwyn-Mayer,Drama-Action-Thriller
Blue_Chips,19819,41,5.7,en,108,Paramount_Pictures,Drama
Blue_Sky,57834,28,6.1,en,101,Orion_Pictures_Corporation-iHeathrow_Productions,Drama-Romance
Body_Snatchers,4722,102,5.8,en,87,Warner_Bros-Dorset_Productions-iRobert_H_Solo_Productions,Horror-Science_Fiction-Thriller
Boxing_Helena,18215,59,4.5,en,107,Mainline_Pictures,Drama-Romance
A_Bronx_Tale,1607,447,7.4,en,121,HBO_Films-Savoy_Pictures,Drama-Crime
Cabin_Boy,26391,28,4.9,en,80,Touchstone_Pictures,Comedy
Calendar_Girl,117553,10,3.7,en,90,Columbia_Pictures-Parkway_Productions,Drama-Comedy
Carlitos_Way,6075,805,7.7,en,144,Universal_Pictures-Epic_Productions-Bregman_And_Baer_Productions,Action-Crime-Drama-Thriller
City_Slickers_2_The_Legend_of_Curlys_Gold,11310,103,4.9,en,116,Columbia_Pictures-Castle_Rock_Entertainment,Action-Comedy-Drama-Western
Clean_Slate,18658,25,5.7,en,107,Metro-Goldwyn-Mayer,Comedy-Thriller-Mystery
Cliffhanger,9350,600,6.1,en,112,TriStar_Pictures-Canal-Carolco_Pictures-iRCS_Video-iCliffhanger_Productions-iPioneer,Action-Adventure-Thriller
Coneheads,9612,228,4.8,en,88,Paramount_Pictures,Comedy-Science_Fiction-Family
Color_of_Night,2124,117,5.4,en,121,Hollywood_Pictures-Cinergi_Pictures_Entertainment,Drama-Mystery-Romance-Thriller
Cops_And_Robbersons,26261,36,5,en,93,TriStar_Pictures,Action-Comedy-Family
The_Cowboy_Way,19176,38,5.1,en,102,Imagine_Entertainment-Universal_Pictures,Western-Action-Comedy
Dangerous_Game,49299,9,5.4,en,108,Metro-Goldwyn-Mayer-Maverick_Picture_Company-iCecchi_Gori_Europa-iEye_Productions-iPentamerica,Drama
Dave,11566,205,6.3,en,110,Donner_And_Shuler-Donner_Productions-Warner_Bros-Northern_Lights_Entertainment,Comedy
Dazed_and_Confused,9571,588,7.4,en,102,Gramercy_Pictures-Alphaville_Productions-The_Criterion_Collection,Comedy-Drama
Demolition_Man,9739,1018,6.4,en,115,Silver_Pictures-Warner_Bros,Crime-Action-Science_Fiction
The_Endless_Summer_2,24257,12,7.1,en,109,Imagine_Entertainment-Universal_Pictures,Documentary
Even_Cowgirls_Get_the_Blues,34444,29,4.2,en,96,Fine_Line_Features,Western-Drama-Comedy-Romance
Fatal_Instinct,26141,37,5.4,en,91,Metro-Goldwyn-Mayer,Comedy
Farewell_My_Concubine,10997,98,7.8,zh,171,Beijing_Film_Studio-China_Film_Co-Production_Corporation-Maverick_Picture_Company,Drama
The_Favor,50463,6,3.3,en,97,Orion_Pictures-Nelson_Entertainment,Drama-Comedy-Romance
Fearless,10443,80,6.8,en,122,Spring_Creek_Productions-Warner_Bros,Drama
Fear_of_a_Black_Hat,20239,11,5.8,en,88,Metro-Goldwyn-Mayer,Comedy
With_Honors,16297,54,6.1,en,103,Spring_Creek_Productions-Warner_Bros,Comedy-Drama
Flesh_and_Bone,18551,22,6.2,en,126,Paramount_Pictures-Spring_Creek_Productions-Mirage,Drama-Mystery-Romance
Widows_Peak,25440,3,4.3,en,101,Fine_Line_Features,Comedy-Thriller-Mystery-Romance-Foreign
For_Love_or_Money,9024,77,5.7,en,94,Universal_Studios-Imagine_Entertainment,Comedy-Romance
The_Firm,37233,513,6.6,en,154,Paramount_Pictures-Mirage_Enterprises-Davis_Entertainment,Drama-Mystery-Thriller
Free_Willy,1634,429,6,en,112,Canal_Plus-Regency_Enterprises-Alcor_Films-Warner_Bros-Donner_And_Shuler-Donner_Productions,Family-Adventure
Fresh,13815,56,7.6,en,114,Miramax_Films,Crime-Drama-Thriller
The_Fugitive,5503,1240,7.2,en,130,Warner_Bros,Adventure-Action-Thriller-Crime-Mystery
Geronimo_An_American_Legend,35588,44,5.9,en,115,Columbia_Pictures,History-Action-Drama-Western
The_Getaway,2087,81,5.4,en,115,Universal_Pictures-Largo_Entertainment,Drama-Action-Thriller
Getting_Even_with_Dad,41579,43,4.5,en,109,Metro-Goldwyn-Mayer,Family-Comedy-Crime
Go_Fish,18620,5,3.9,en,83,Killer_Films-The_Samuel_Goldwyn_Company-Can_I_Watch-iIslet-iKPVI,Drama-Romance
A_Good_Man_in_Africa,41006,11,5.2,en,94,Gramercy_Pictures,Comedy-Drama
Guilty_as_Sin,4916,21,5.6,en,107,Hollywood_Pictures,Drama-Thriller
Hard_Target,2019,237,6.1,en,97,Universal_Pictures-Renaissance_Pictures-Alphaville_Films,Action-Adventure-Crime-Thriller
Heaven_And_Earth,31642,51,6.4,en,140,Regency_Enterprises-Warner_Bros,History-War-Action-Drama
Hot_Shots_Part_Deux,9255,463,6.2,en,86,Twentieth_Century_Fox_Film_Corporation-Sidley_Wright_And_Associates,Action-Comedy-War
Live_Nude_Girls,26271,12,4.7,en,95,Spelling_Entertainment-IRS_Media-Republic_Pictures,Comedy
The_Englishman_Who_Went_Up_a_Hill_But_Came_Down_a_Mountain,10612,83,6.1,en,99,Miramax_Films-Parallax_Pictures,Drama-Comedy-Romance
The_House_of_the_Spirits,2259,135,6.7,en,140,Det_Danske_Filminstitut-Spring_Creek_Productions-Eurimages-Costa_do_Castelo_Filmes-iNeue_Constantin_Film-iHouse_of_Spirits_Film,Romance-Drama
House_Party_3,16097,11,4.6,en,100,Miramax_Films-Parallax_Pictures,Comedy
The_Hudsucker_Proxy,11934,280,7.1,en,111,PolyGram_Filmed_Entertainment-Silver_Pictures-Warner_Bros-Working_Title_Films-iPolyGram_Filmproduktion,Comedy-Drama
Ill_Do_Anything,106143,18,5.7,en,115,Gracie_Films-Columbia_Pictures_Corporation,Comedy-Drama
In_the_Army_Now,12475,54,4.7,en,91,Hollywood_Pictures,Comedy
In_the_Line_of_Fire,9386,392,6.8,en,128,Castle_Rock_Entertainment-Columbia_Pictures_Corporation,_Action-Drama-Thriller-Crime-Mystery
In_the_of_the_Father,7984,363,7.6,en,133,Universal_Pictures-Hells_Kitchen_Films,Drama
The_Inkwell,59930,5,3.9,en,110,Touchstone_Pictures,Comedy-Drama-Romance
Whats_Love_Got_to_Do_with_It,15765,75,6.9,en,118,Touchstone_Pictures,Drama-Music
Jimmy_Hollywood,31643,17,4.6,en,112,Paramount_Pictures-Baltimore_Pictures,Comedy
Judgment_Night,6,79,6.4,en,110,Universal_Pictures-Largo_Entertainment-JVC_Entertainment_Networks,Action-Thriller-Crime
Jurassic_Park,329,4956,7.6,en,127,Universal_Pictures-Amblin_Entertainment,Adventure-Science_Fiction
Kalifornia,10909,209,6.5,en,117,Propaganda_Films-Kouf-And-Bigelow_Productions,Thriller-Crime
Killing_Zoe,507,111,6.1,en,96,Live_Entertainment,Action-Crime-Drama-Thriller
King_of_the_Hill,34024,33,6.4,en,103,Gramercy_Pictures,Drama
Lassie,29918,54,6.1,en,94,Paramount_Pictures,Action-Adventure-Drama-Family
Last_Action_Hero,9593,725,6.1,en,130,Columbia_Pictures_Corporation-Oak_Productions,Adventure-Fantasy-Action-Comedy-Family
Life_With_Mikey,42580,24,5.1,en,91,Touchstone_Pictures,Comedy-Family
Lightning_Jack,22317,40,5.7,en,98,Savoy_Pictures,Action-Comedy-Western
M_Butterfly,1413,35,6.6,en,101,Geffen_Pictures-Warner_Bros,Drama-Romance
Made_in_America,12121,86,5.3,en,111,Regency_Enterprises-Warner_Bros,Comedy
Malice,2246,105,5.9,en,107,Columbia_Pictures-New_Line_Cinema-Castle_Rock_Entertainment-Nelvana_Limited,Drama-Crime
The_Man_without_a_Face,10502,125,6.2,en,114,Icon_Entertainment_International-Warner_Bros,Drama
Manhattan_Murder_Mystery,10440,169,7.1,en,104,TriStar_Pictures,Comedy-Mystery
Menace_2_Society,9516,179,7.2,en,97,New_Line_Cinema,Drama-Action-Crime
Executive_Decision,2320,261,5.8,en,133,Silver_Pictures-Warner_Bros,Action-Adventure-Drama-Thriller
In_the_Realm_of_the_Senses,5879,112,6.5,ja,105,Argos_Films-Oshima_Productions-iShibata_Organisation,Drama-Romance
What_Happened_Was,83718,7,7,en,91,The_Samuel_Goldwyn_Company-Good_Machine,Thriller-Comedy-Drama-Romance
Much_Ado_About_Nothing,11971,194,7.2,en,111,Renaissance_Films-American_Playhouse_Theatrical_Films,Drama-Comedy-Romance
Mr_Jones,2625,35,5.9,en,114,TriStar_Pictures-Rastar_Films,Drama-Romance
Mr_Wonderful,31911,11,5.5,en,98,Warner_Bros-The_Samuel_Goldwyn_Company-Night_Life_Inc,Comedy-Romance
Mrs_Doubtfire,788,1638,7,en,125,Twentieth_Century_Fox_Film_Corporation-Blue_Wolf,Comedy-Drama-Family
Naked,21450,105,7.5,en,131,Thin_Man_Films-iThe_Criterion_Collection,Comedy-Drama
The_Next_Karate_Kid,11231,202,4.8,en,107,Columbia_Pictures_Corporation,Adventure
The_New_Age,41588,5,4.8,en,112,Regency_Enterprises-Alcor_Films-Ixtlan-Warner_Bros-New_Regency_Pictures,Comedy-Drama
